probe_set_id,human_gene,gene_accession,control_mean,suicide_mean,ratio_s_to_c,p_value,log2_ratio_s_to_c,direction,human_gene_original,human_gene_upper
16734793,OR51E2,NM_030774 ,28.39863546583146,34.15590319873529,1.2027304354052797,0.007934626385575108,0.2663133315561977,up_in_suicide,OR51E2,OR51E2
16734836,OR51V1,NM_001004760 ,29.184872292691864,38.537281279644155,1.32045399730237,0.00422585350740891,0.40103404098262424,up_in_suicide,OR51V1,OR51V1
16960560,P2RY14,NM_001081455 ,110.53365639921432,159.94935715344724,1.4470647435723856,0.010500322442586068,0.533129471379826,up_in_suicide,P2RY14,P2RY14
16967031,PAICS,NM_001079525 ,462.27764242569503,382.7335181687852,0.8279299776655422,0.03411871679942906,-0.27241933820923897,down_in_suicide,PAICS,PAICS
16802497,PAQR5,NM_017705 ,84.67737718193972,117.68308238040598,1.3897818555190893,0.00010314265175399872,0.47485845082006845,up_in_suicide,PAQR5,PAQR5
16908928,PAX3,ENST00000350526 ,119.43988059391232,81.00804788101604,0.6782328270775658,0.011072096524641403,-0.5601474810992583,down_in_suicide,PAX3,PAX3
16737056,PAX6,NM_001258462 ,102.5252526371406,74.5475158153989,0.7271137002630848,0.031401127877590515,-0.4597471159147048,down_in_suicide,PAX6,PAX6
16676693,PFKFB2,NM_006212 ,455.0753927906173,377.34646861418497,0.8291955016513147,0.0461313413303138,-0.27021580497518144,down_in_suicide,PFKFB2,PFKFB2
16725485,PGA3,ENST00000325558 ,46.244208147278826,59.38420147591747,1.2841435469451723,0.031031020834633393,0.36080648196999804,up_in_suicide,PGA3,PGA3
16943819,PHLDB2,NM_001134437 ,63.55739597302577,78.25713338627122,1.2312828772828284,5.1721950389943e-06,0.300162247419478,up_in_suicide,PHLDB2,PHLDB2
16748835,PIK3C2G,NM_004570 ,25.42618156759529,19.77546944665841,0.7777600971693484,0.004685739390399737,-0.3626028754053169,down_in_suicide,PIK3C2G,PIK3C2G
17052737,PIP,ENST00000291009 ,18.849507612697177,22.867264991496835,1.213149195265624,0.000563837569694086,0.2787569865951052,up_in_suicide,PIP,PIP
17066573,PIWIL2,ENST00000356766 ,52.568203442084794,67.92181725453244,1.2920703544560537,0.030619612849348735,0.3696846282837083,up_in_suicide,PIWIL2,PIWIL2
17076726,PLAT,NM_000930 ,277.6260171379629,333.77512702002167,1.2022472910172397,0.02161414921899728,0.2657336754418166,up_in_suicide,PLAT,PLAT
16862001,PLEKHG2,NM_022835 ,80.42357730657939,98.92686609456456,1.2300729389026002,0.016531111142603472,0.2987438647296931,up_in_suicide,PLEKHG2,PLEKHG2
16852683,PMAIP1,ENST00000316660 ,50.07589689126273,71.03522616697471,1.4185512507389353,0.0007231432735744429,0.5044182745821104,up_in_suicide,PMAIP1,PMAIP1
16880924,PNO1,NM_020143 ,89.61443480970722,74.5116722324157,0.8314695326778366,0.009680571430033997,-0.26626469470602815,down_in_suicide,PNO1,PNO1
16931864,POTEH,NM_001136213 ,35.8905862687303,28.202432435550097,0.7857891265521478,0.04329275599671857,-0.3477858904120009,down_in_suicide,POTEH,POTEH
16685580,POU3F1,NM_002699 ,109.94826640177192,148.2049409398615,1.34795159387318,0.036687507786313814,0.4307686890026944,up_in_suicide,POU3F1,POU3F1
17117738,PP13,AF258550 ,77.74378764785568,99.20529473244228,1.2760543026511335,0.04060552167090562,0.3516897244778164,up_in_suicide,PP13,PP13
16808302,PPIP5K1,ENST00000432870 ,401.0598923341428,555.7687764748719,1.385750076479434,0.034562300496080424,0.47066708724711154,up_in_suicide,PPIP5K1,PPIP5K1
17037702,PPP1R11,ENST00000400654 ,43.32872172104265,34.719174235764555,0.8012969886185944,0.04430703204734447,-0.3195910400241875,down_in_suicide,PPP1R11,PPP1R11
16807511,PPP1R14D,NM_017726 ,35.15257097553355,43.074636955847566,1.2253623493379142,0.001432643894216822,0.2932084286508544,up_in_suicide,PPP1R14D,PPP1R14D
17054273,PRKAR1B,ENST00000478198 ,119.6017024494101,96.75798267268816,0.8090017172925734,0.043366907284646365,-0.3057853297761764,down_in_suicide,PRKAR1B,PRKAR1B
16815237,PRSS21,NM_006799 ,26.42846894062859,34.57306482967202,1.3081750935833707,0.02453010175675091,0.3875556522568764,up_in_suicide,PRSS21,PRSS21
16801302,PRTG,AY630258 ,25.951078977603252,21.494859303716385,0.8282838383046518,0.02833142174983492,-0.27180285621632877,down_in_suicide,PRTG,PRTG
16670697,PRUNE,NM_021222 ,298.93127438818703,242.79442939720553,0.8122081903077054,0.0070712492293003686,-0.300078519414421,down_in_suicide,PRUNE,PRUNE
16703232,PTF1A,ENST00000376504 ,58.35815370486971,70.10289632867944,1.2012528135006726,0.04062159341563564,0.26453980999483384,up_in_suicide,PTF1A,PTF1A
16767422,PTPRB,NM_001109754 ,135.37330261594585,188.47982039275877,1.3922968321713785,0.008836268268948507,0.4774668208482968,up_in_suicide,PTPRB,PTPRB
16695558,PVRL4,NM_030916 ,79.10307621583065,95.92611462878638,1.2126723664583474,0.047708851654392294,0.27818982322635216,up_in_suicide,PVRL4,PVRL4
16774303,RGCC,NM_014059 ,649.3875905188255,801.3250014810485,1.2339703024519353,0.038072638344016675,0.3033076740490184,up_in_suicide,RGCC,RGCC
16675323,RGS2,NM_002923 ,310.3730043240024,248.2981819873367,0.7999992864332202,0.022161831622050317,-0.3219293817120045,down_in_suicide,RGS2,RGS2
16745718,ROBO4,ENST00000306534 ,91.43746758609325,112.14039229712652,1.2264162083397636,0.01192738738772118,0.2944486689202199,up_in_suicide,ROBO4,ROBO4
17098491,RPL12,AK057602 ,29.865288430174463,37.82338682480954,1.2664664837656343,0.004532661918188522,0.34080889754395666,up_in_suicide,RPL12,RPL12
16695853,RXRG,NM_006917 ,156.10604431732048,117.98549625055652,0.7558035101493225,0.032615019878851195,-0.40391687602055315,down_in_suicide,RXRG,RXRG
16786933,SAMD15,ENST00000216471 ,76.59239019304891,62.85809070828693,0.8206832369358747,0.024864586465243334,-0.28510260940584714,down_in_suicide,SAMD15,SAMD15
16906615,SDPR,NM_004657 ,71.20799594755564,106.04799960680845,1.4892709476743635,0.004701476575538383,0.5746062517747015,up_in_suicide,SDPR,SDPR
16863858,SEC1P,NR_004401 ,32.30645674570875,39.44378910152018,1.2209258790585098,0.005400969752141195,0.2879756187032335,up_in_suicide,SEC1P,SEC1P
16954796,SEMA3G,NM_020163 ,107.81350342165796,136.35018002682233,1.2646855514337343,0.004476660430359108,0.338778721061743,up_in_suicide,SEMA3G,SEMA3G
16926200,SIK1,NM_173354 ,104.73789761929626,127.9516375723718,1.2216364895680203,0.04920035854258049,0.28881506034875004,up_in_suicide,SIK1,SIK1
17056072,SKAP2,NM_003930 ,87.31717695154668,71.88058133803543,0.8232123832624914,0.029457024273597063,-0.28066341059399463,down_in_suicide,SKAP2,SKAP2
16926595,SLC19A1,ENST00000461785 ,49.28168117256094,59.39801494851516,1.2052757441559605,0.00041805407745408335,0.26936324539023093,up_in_suicide,SLC19A1,SLC19A1
16989001,SLC22A4,NM_003059 ,150.18774963123178,98.57230765280153,0.6563272163997007,0.009076019353998797,-0.6075128352576277,down_in_suicide,SLC22A4,SLC22A4
16686060,SLC2A1,NM_006516 ,780.7228920114057,1009.8169222516028,1.2934383410354136,0.024003228631733296,0.37121128154281474,up_in_suicide,SLC2A1,SLC2A1
16830484,SLC35G6,NM_001102614 ,37.591349525928194,25.93903155329564,0.6900266119843474,0.006744499724483251,-0.5352760920726523,down_in_suicide,SLC35G6,SLC35G6
16904488,SLC38A11,ENST00000409662 ,70.11692045542087,105.50584082348846,1.5047129870823015,0.03599486861649051,0.5894883297749264,up_in_suicide,SLC38A11,SLC38A11
17110586,SLC38A5,NM_033518 ,105.9287652181356,142.10064382674005,1.341473617049315,0.03342070317607837,0.4238186811907518,up_in_suicide,SLC38A5,SLC38A5
16802232,SMAD6,NR_027654 ,79.87647121204142,106.31187043861551,1.3309535189204622,0.01641024628060103,0.4124601886849143,up_in_suicide,SMAD6,SMAD6
16814863,SNORA78,BC028232 ,68.93017201861436,84.88716986504193,1.2314951113442518,0.009897242302452251,0.3004109007939155,up_in_suicide,SNORA78,SNORA78
16921428,SOX18,NM_018419 ,83.12294568819009,112.49479529704908,1.353354291834632,0.013655387281330674,0.43653956892458506,up_in_suicide,SOX18,SOX18
16849286,ST6GALNAC1,NM_018414 ,63.327447654711094,79.07846443864825,1.2487233793128467,0.009871542374380746,0.3204539225080168,up_in_suicide,ST6GALNAC1,ST6GALNAC1
16707120,STAMBPL1,NM_020799 ,267.9471578062368,222.93059885824692,0.831994639105136,0.04265576810771863,-0.26535386238800457,down_in_suicide,STAMBPL1,STAMBPL1
16808209,STRC,ENST00000450892 ,57.95124280575154,74.89513886274365,1.2923819272312562,0.01036161079268599,0.37003248109803455,up_in_suicide,STRC,STRC
16930262,TAB1,NM_153497 ,138.34146276807252,166.01133557990886,1.2000114228821224,0.004094816478755797,0.26304813888125655,up_in_suicide,TAB1,TAB1
17021323,TBX18,ENST00000369663 ,67.57013760237261,90.23096574705316,1.335367500330277,0.013376970919938317,0.4172368340039345,up_in_suicide,TBX18,TBX18
16770685,TBX3,NM_016569 ,95.90008065693752,120.8455317752946,1.2601191880911362,0.029727477380754833,0.33356019716625124,up_in_suicide,TBX3,TBX3
16674269,TEX35,ENST00000419909 ,88.56013006839166,106.61175000139544,1.2038346140533354,0.0032606925041099265,0.2676372044944728,up_in_suicide,TEX35,TEX35
16902279,TFCP2L1,NM_014553 ,74.74153734966522,96.59234551288095,1.2923516017738648,0.019389553730581616,0.36999862817934687,up_in_suicide,TFCP2L1,TFCP2L1
16919158,TGM2,ENST00000361475 ,147.85248070078254,194.7722103075107,1.3173415108379702,0.0366081014477194,0.3976294018761073,up_in_suicide,TGM2,TGM2
16663457,TIE1,NM_005424 ,103.51787621842944,127.16963142178076,1.2284799115608265,0.04119930638781004,0.29687426654946303,up_in_suicide,TIE1,TIE1
16960355,TM4SF1,ENST00000305366 ,79.92491819745679,118.94810167736402,1.48824802527166,0.041245352387580675,0.5736149800823542,up_in_suicide,TM4SF1,TM4SF1
16960344,TM4SF18,NM_138786 ,77.41033208184697,97.77388831801665,1.263059926091507,0.04132021428449493,0.33692308965916806,up_in_suicide,TM4SF18,TM4SF18
16952782,TMEM158,NM_015444 ,294.5877436872143,206.7996814913992,0.7019968954002844,0.014807654798411124,-0.5104634447001443,down_in_suicide,TMEM158,TMEM158
17094814,TMEM2,NM_013390 ,91.1671785624726,118.12917201498968,1.2957423261052363,0.018885919612229744,0.37377884954147894,up_in_suicide,TMEM2,TMEM2
16814738,TMEM204,NM_024600 ,160.22662302227826,217.17668153919848,1.3554344305752593,0.008672058650534234,0.438755324188581,up_in_suicide,TMEM204,TMEM204
16733421,TMEM45B,NM_138788 ,66.95957086460442,86.61821194866909,1.2935897113769654,0.00901312837717999,0.37138010943097016,up_in_suicide,TMEM45B,TMEM45B
16830778,TMEM88,NM_203411 ,161.39422235563833,211.5750741810954,1.3109209926665262,0.003881350623342296,0.3905807390128037,up_in_suicide,TMEM88,TMEM88
16926778,TPTEP1,NR_001591 ,188.95509994109352,149.36220714754282,0.7904640160234165,0.005844066449171953,-0.3392283060370223,down_in_suicide,TPTEP1,TPTEP1
17008397,TSPO2,NM_001010873 ,51.58725381396497,68.86559126266215,1.334934236100388,0.003692273694225365,0.41676867105979015,up_in_suicide,TSPO2,TSPO2
16772172,UBC,ENST00000536769 ,876.1465100193251,492.9694072212511,0.5626563612179175,0.04256839117850542,-0.8296740204129524,down_in_suicide,UBC,UBC
17100695,UIMC1,AF284753 ,276.2674344439456,421.075525524985,1.5241591046461929,0.027010668489343866,0.6080135114289971,up_in_suicide,UIMC1,UIMC1
16834441,VPS25,NM_032353 ,454.4206831699879,367.24142468835714,0.8081529699011981,0.034496507135312146,-0.3072996979125484,down_in_suicide,VPS25,VPS25
16760257,VWF,NM_000552 ,165.02624101229446,219.0705938962016,1.3274894498741012,0.03558164198559601,0.40870039536103187,up_in_suicide,VWF,VWF
16688339,WLS,NM_024911 ,679.8988889236055,516.8073807507988,0.7601238789623439,0.03536081865872131,-0.39569353817231806,down_in_suicide,WLS,WLS
17111435,WNK3,NM_020922 ,133.18518921938028,110.51543081096445,0.8297876923005709,0.03761800482893572,-0.2691858360733328,down_in_suicide,WNK3,WNK3
16756510,WSCD2,ENST00000332082 ,75.57727312941049,91.64571535910916,1.2126094467867978,0.027040839011679956,0.27811496685490406,up_in_suicide,WSCD2,WSCD2
16830202,XAF1,NM_017523 ,259.16653664388684,315.7229162534046,1.2182240822519084,0.02396344414714212,0.2847795294833239,up_in_suicide,XAF1,XAF1
16753228,XRCC6BP1,ENST00000300145 ,289.32044316860413,227.0296490578302,0.7846996450421119,0.04349602917666168,-0.3497875472875409,down_in_suicide,XRCC6BP1,XRCC6BP1
16698766,YOD1,NM_018566 ,86.27968653571178,70.93053714408096,0.82210007931267,0.01082593880889366,-0.2826140621247411,down_in_suicide,YOD1,YOD1
17106640,ZBTB33,NM_001184742 ,234.87175133832824,187.45725176294903,0.7981260015084592,0.03476588387401285,-0.32531156974106146,down_in_suicide,ZBTB33,ZBTB33
17112235,ZDHHC15,NM_144969 ,190.4249780872954,149.39576830485163,0.7845387186357716,0.046861094501490425,-0.350083445902516,down_in_suicide,ZDHHC15,ZDHHC15
16873174,ZNF229,NM_014518 ,120.66290415393158,91.6685854059065,0.7597080979334248,0.00955901750118331,-0.39648289548628485,down_in_suicide,ZNF229,ZNF229
16997097,ZNF366,ENST00000318442 ,42.43979665465598,61.32199370204023,1.4449172365511964,0.003970639635599098,0.5309868589289178,up_in_suicide,ZNF366,ZNF366
17046426,ZNF679,NM_153363 ,25.446648186492354,30.783250945299216,1.2097173159976191,0.004030045618356727,0.27466996117368403,up_in_suicide,ZNF679,ZNF679
