,names,avg_logFC,ct,pheno
6420,Timm21,0.8587431114042808,Oligodendrocytes,resilient
7097,Wdr33,0.205582779994893,Oligodendrocytes,resilient
566,Arsa,1.1807993311722345,Oligodendrocytes,resilient
1691,Dhrs7b,0.7905930058211642,Oligodendrocytes,resilient
570,As3mt,0.5103509504218844,Oligodendrocytes,resilient
2811,Hip1r,0.4387847843392679,Oligodendrocytes,resilient
2175,Fam53c,0.6012885155671135,Oligodendrocytes,resilient
4671,Pofut2,0.5255681880524106,Oligodendrocytes,resilient
3260,Lbh,0.15440674546910382,Oligodendrocytes,resilient
3136,Kdelr2,0.2518959574459372,Oligodendrocytes,resilient
1610,Dcun1d1,0.4610867096587318,Oligodendrocytes,resilient
6367,Tex2,0.17327001591172375,Oligodendrocytes,resilient
6592,Tmub2,0.766311756235247,Oligodendrocytes,resilient
4766,Ppp1r35,0.7030870519103821,Oligodendrocytes,resilient
4942,Pstpip2,0.3784496266337268,Oligodendrocytes,resilient
4104,Nnat,-0.9578176331426285,Oligodendrocytes,resilient
4939,Pspc1,0.3582055232409482,Oligodendrocytes,resilient
6755,Tspyl1,0.019331547242761753,Oligodendrocytes,resilient
3292,Lias,0.6538666048789757,Oligodendrocytes,resilient
6593,Tmx1,0.4722567953765153,Oligodendrocytes,resilient
2844,Hmgxb4,0.6475206878335668,Oligodendrocytes,resilient
705,Azin1,0.24181233480323328,Oligodendrocytes,resilient
6193,Suds3,0.2877029682379152,Oligodendrocytes,resilient
6617,Tom1,0.4080231816286514,Oligodendrocytes,resilient
7315,Zfp518a,1.0439320443717488,Oligodendrocytes,resilient
2065,Etf1,0.292137166237475,Oligodendrocytes,resilient
4993,Pus7,0.732118613727491,Oligodendrocytes,resilient
3441,Manea,0.6964644028211285,Oligodendrocytes,resilient
3895,Naa50,0.2770988137196138,Oligodendrocytes,resilient
7012,Vat1,0.739582110180072,Oligodendrocytes,resilient
6214,Susd6,0.41983570072989196,Oligodendrocytes,resilient
6501,Tmem141,0.39703876700446183,Oligodendrocytes,resilient
3660,Mir100hg,25.909439306922767,Oligodendrocytes,resilient
1420,Crebbp,0.16842354609767365,Oligodendrocytes,resilient
1590,Dcaf4,0.8059512021368548,Oligodendrocytes,resilient
4892,Psd3,0.238303740719968,Oligodendrocytes,resilient
6366,Tex10,0.6932119314745898,Oligodendrocytes,resilient
2790,Herpud1,0.3473824614157663,Oligodendrocytes,resilient
3569,Med25,0.4019732232459184,Oligodendrocytes,resilient
4676,Pold2,1.2615616122529012,Oligodendrocytes,resilient
1001,Ccdc32,0.9071228199979992,Oligodendrocytes,resilient
794,Birc6,0.16170160241990997,Oligodendrocytes,resilient
3298,Limd1,0.677892588817527,Oligodendrocytes,resilient
898,Cacna1d,-2.6429372060424168,Oligodendrocytes,resilient
5919,Snap47,0.13320953615319828,Oligodendrocytes,resilient
2318,Fra10ac1,0.49326784844037613,Oligodendrocytes,resilient
4555,Pigs,0.5486009971956783,Oligodendrocytes,resilient
1919,Eif2b3,0.4052636937459984,Oligodendrocytes,resilient
5739,Sil1,0.47401271295158065,Oligodendrocytes,resilient
3883,Mzt1,0.15981712030883072,Oligodendrocytes,resilient
3249,Larp1,0.10965123822327731,Oligodendrocytes,resilient
4432,Pde4dip,0.17546741561169066,Oligodendrocytes,resilient
4572,Pikfyve,0.39793338113219284,Oligodendrocytes,resilient
2380,Gak,0.5880465110864346,Oligodendrocytes,resilient
2874,Hr,1.4694278811324528,Oligodendrocytes,resilient
4657,Pnkp,0.6452991299749901,Oligodendrocytes,resilient
1321,Coasy,0.7551504559603842,Oligodendrocytes,resilient
7213,Zc3h15,0.09941156351368748,Oligodendrocytes,resilient
4301,Otud5,0.6705652194577831,Oligodendrocytes,resilient
3704,Mphosph10,0.5865214220496199,Oligodendrocytes,resilient
1647,Ddx52,0.6720083478271308,Oligodendrocytes,resilient
5618,Secisbp2,0.48069897794437777,Oligodendrocytes,resilient
3329,Lpcat2,0.5994584372208883,Oligodendrocytes,resilient
5598,Sec11c,0.38430505343137256,Oligodendrocytes,resilient
448,Ap3d1,0.3876111321370748,Oligodendrocytes,resilient
2690,Gt(ROSA)26Sor,0.6596471134413766,Oligodendrocytes,resilient
6432,Tiprl,0.145400006010489,Oligodendrocytes,resilient
3497,Mark3,0.15104264082336535,Oligodendrocytes,resilient
1921,Eif2b5,0.7538150468687475,Oligodendrocytes,resilient
5026,Rab11fip4,0.4121305360869348,Oligodendrocytes,resilient
4489,Pfkfb3,1.1436525785894358,Oligodendrocytes,resilient
6303,Tbc1d23,0.32465091973701476,Oligodendrocytes,resilient
5626,Selenok,0.4533060185734294,Oligodendrocytes,resilient
5839,Slc4a4,-1.4964784891356542,Oligodendrocytes,resilient
2667,Grm3,0.38794058511004403,Oligodendrocytes,resilient
7339,Zfp651,0.4482177649811925,Oligodendrocytes,resilient
4183,Nsrp1,0.30625740906712684,Oligodendrocytes,resilient
955,Caskin2,1.1526527688235295,Oligodendrocytes,resilient
3580,Mef2a,0.1589762814204396,Oligodendrocytes,resilient
171,Abce1,0.33614964458985597,Oligodendrocytes,resilient
5751,Skiv2l,0.7959469092356942,Oligodendrocytes,resilient
3234,Lama2,0.5507383389135655,Oligodendrocytes,resilient
7158,Xrn1,0.31469276460470186,Oligodendrocytes,resilient
2244,Fdx1,0.3459412612023409,Oligodendrocytes,resilient
4538,Pi4k2a,0.4416808460281613,Oligodendrocytes,resilient
2259,Fgfbp3,1.0190092948689213,Oligodendrocytes,resilient
6017,Spag9,0.3428895399939964,Oligodendrocytes,resilient
6019,Sparcl1,-0.720759945613368,Oligodendrocytes,resilient
2368,Gabarapl2,0.4808464238923354,Oligodendrocytes,resilient
3485,Mapre2,0.13635634069937247,Oligodendrocytes,resilient
5291,Rnf14,0.12647192952673472,Oligodendrocytes,resilient
3431,Mak16,0.723343112453472,Oligodendrocytes,resilient
6984,Usp6nl,0.5439288660344207,Oligodendrocytes,resilient
4946,Ptbp3,0.35920080912811686,Oligodendrocytes,resilient
5934,Snhg5,25.728114517310384,Oligodendrocytes,resilient
4,0610030E20Rik,0.8662454468381028,Oligodendrocytes,resilient
6692,Trim33,0.16175423330074523,Oligodendrocytes,resilient
6141,Stard13,1.0942859023594156,Oligodendrocytes,resilient
339,Akap8,0.3066951892989994,Oligodendrocytes,resilient
1421,Crebrf,0.09951607268539564,Oligodendrocytes,resilient
3039,Irf3,0.6379067969881929,Oligodendrocytes,resilient
2229,Fbxo8,0.375415714045027,Oligodendrocytes,resilient
2189,Fancc,0.3922951804208525,Oligodendrocytes,resilient
4844,Prkdc,0.63591250791675,Oligodendrocytes,resilient
4069,Nip7,0.5831631867980789,Oligodendrocytes,resilient
5641,Senp2,0.26119209655670805,Oligodendrocytes,resilient
5805,Slc31a2,0.6492351551210727,Oligodendrocytes,resilient
702,Aven,0.3420337660429178,Oligodendrocytes,resilient
4386,Pcf11,0.22633588911390534,Oligodendrocytes,resilient
7430,Zyx,0.9110142543626176,Oligodendrocytes,resilient
5141,Rbm15,0.4361047891056634,Oligodendrocytes,resilient
7106,Wdr48,0.6919716090954573,Oligodendrocytes,resilient
4605,Plagl1,0.9539639293796278,Oligodendrocytes,resilient
736,Bag1,0.1519542554588513,Oligodendrocytes,resilient
6310,Tbcd,0.33978126631835104,Oligodendrocytes,resilient
3179,Klf12,-2.5676906200120073,Oligodendrocytes,resilient
3703,Mpdz,0.39635738172389434,Oligodendrocytes,resilient
6757,Tspyl4,0.10872500299971591,Oligodendrocytes,resilient
1586,Dcaf11,0.348625845376686,Oligodendrocytes,resilient
2597,Gosr2,0.6783455374824895,Oligodendrocytes,resilient
4154,Nrbp1,0.4509842466746048,Oligodendrocytes,resilient
1295,Cnot1,0.4617756731697018,Oligodendrocytes,resilient
2537,Gm48678,0.5822798712167301,Oligodendrocytes,resilient
2362,G6pdx,0.9453658751951171,Oligodendrocytes,resilient
3669,Mlec,0.39170494315183113,Oligodendrocytes,resilient
7255,Zfhx4,0.39973761773944366,Oligodendrocytes,resilient
1963,Elk4,0.8364737147228336,Oligodendrocytes,resilient
2763,Hdac2,0.42135918963958374,Oligodendrocytes,resilient
4057,Nfx1,0.282361427908357,Oligodendrocytes,resilient
4662,Pnpla2,0.6856481039903942,Oligodendrocytes,resilient
4771,Ppp1r9a,0.3008794936262958,Oligodendrocytes,resilient
5738,Sike1,0.48429782247916753,Oligodendrocytes,resilient
1199,Chm,0.1768365289652982,Oligodendrocytes,resilient
69,2700062C07Rik,0.9328142065392314,Oligodendrocytes,resilient
7320,Zfp553,0.5756759717373898,Oligodendrocytes,resilient
7247,Zfand2b,0.6191986033354684,Oligodendrocytes,resilient
6037,Sphkap,-1.9127130708566853,Oligodendrocytes,resilient
7185,Ythdf2,0.4523895587553242,Oligodendrocytes,resilient
15,1110051M20Rik,0.2076014049107712,Oligodendrocytes,resilient
2170,Fam45a,0.35070965314527625,Oligodendrocytes,resilient
510,Arhgap31,0.5293718804693756,Oligodendrocytes,resilient
2564,Gnb4,0.43303701863430744,Oligodendrocytes,resilient
6091,Srpk2,0.09391200497599514,Oligodendrocytes,resilient
3354,Lrrc47,0.7872125209247398,Oligodendrocytes,resilient
7232,Zdhhc12,1.1072918911589271,Oligodendrocytes,resilient
6927,Upf3a,0.42651029065456364,Oligodendrocytes,resilient
5011,Qrich1,0.41151933992444956,Oligodendrocytes,resilient
3913,Nap1l1,0.09297055509901202,Oligodendrocytes,resilient
4517,Phf14,0.25624944164509605,Oligodendrocytes,resilient
5562,Scg5,0.1016732901532386,Oligodendrocytes,resilient
368,Alg14,0.5536583204391513,Oligodendrocytes,resilient
1697,Dhx40,0.4143045065751601,Oligodendrocytes,resilient
3904,Nadk,0.544200752746197,Oligodendrocytes,resilient
5569,Scn3a,-1.9621209895316252,Oligodendrocytes,resilient
7323,Zfp580,0.8152755856265012,Oligodendrocytes,resilient
664,Atp6v0b,0.463256207163731,Oligodendrocytes,resilient
2953,Ift46,0.6555081961429143,Oligodendrocytes,resilient
2472,Glul,0.2653352863404724,Oligodendrocytes,resilient
3308,Lipe,1.1861729996557244,Oligodendrocytes,resilient
4880,Prrc1,0.7657985436669336,Oligodendrocytes,resilient
5806,Slc33a1,0.4805833323811049,Oligodendrocytes,resilient
1433,Crls1,0.6562396446277022,Oligodendrocytes,resilient
1267,Clpb,0.34303629125782625,Oligodendrocytes,resilient
4774,Ppp2cb,0.5401747236058059,Oligodendrocytes,resilient
7073,Wasf1,0.3015666554195776,Oligodendrocytes,resilient
6522,Tmem183a,0.4417322596467267,Oligodendrocytes,resilient
3190,Klhdc3,0.678363521041041,Oligodendrocytes,resilient
3177,Klc1,0.11989656646482182,Oligodendrocytes,resilient
1365,Coq10b,0.4655804299263263,Oligodendrocytes,resilient
3001,Ino80e,1.306306163981982,Oligodendrocytes,resilient
4748,Ppme1,0.2459424217445325,Oligodendrocytes,resilient
4361,Parm1,0.3476623953586787,Oligodendrocytes,resilient
1771,Dnttip1,0.6207889439299299,Oligodendrocytes,resilient
4367,Patz1,0.6467113308448448,Oligodendrocytes,resilient
5057,Rab6b,0.0889534046557099,Oligodendrocytes,resilient
7322,Zfp579,0.7921034664104104,Oligodendrocytes,resilient
1764,Dnm1,-1.5997383144144144,Oligodendrocytes,resilient
3459,Map3k7,0.5494224748960961,Oligodendrocytes,resilient
2354,Fyttd1,0.16059240506783204,Oligodendrocytes,resilient
4598,Pkp4,0.2700468383957958,Oligodendrocytes,resilient
5018,R3hdm2,0.07490993612665145,Oligodendrocytes,resilient
6801,Twf2,0.7311655951851852,Oligodendrocytes,resilient
4527,Phip,0.1633203446386186,Oligodendrocytes,resilient
2743,Hat1,0.6457836551451451,Oligodendrocytes,resilient
5056,Rab6a,0.1625625786994955,Oligodendrocytes,resilient
5254,Rint1,0.6834537462022021,Oligodendrocytes,resilient
5168,Rbsn,0.6625983638448448,Oligodendrocytes,resilient
3888,Naa10,0.7393934268188188,Oligodendrocytes,resilient
2292,Fmnl2,0.29427193839059057,Oligodendrocytes,resilient
4547,Pick1,0.5828845519227227,Oligodendrocytes,resilient
5050,Rab4a,0.44568934095655655,Oligodendrocytes,resilient
5264,Rmdn3,0.6832441905545545,Oligodendrocytes,resilient
2284,Flnb,0.30641282696982985,Oligodendrocytes,resilient
498,Arfgef1,0.24917196888547255,Oligodendrocytes,resilient
5148,Rbm27,0.3431903365240889,Oligodendrocytes,resilient
2757,Hcfc1,0.6942891774829796,Oligodendrocytes,resilient
1069,Cdc34,0.7398831173287945,Oligodendrocytes,resilient
4756,Ppp1r12c,0.39134540006911295,Oligodendrocytes,resilient
3192,Klhl1,-3.0206975956547857,Oligodendrocytes,resilient
429,Ano3,-2.4549380392871445,Oligodendrocytes,resilient
6678,Trappc8,0.30424505797990586,Oligodendrocytes,resilient
6696,Trim44,0.14987841498860033,Oligodendrocytes,resilient
2704,Gtf3c2,0.4466410173978775,Oligodendrocytes,resilient
3470,Mapk10,-1.410128956427713,Oligodendrocytes,resilient
2668,Grm5,-1.6698075308570284,Oligodendrocytes,resilient
5718,Sh3tc2,0.7131864564337205,Oligodendrocytes,resilient
3059,Itpa,0.5870096595526632,Oligodendrocytes,resilient
9,1110008P14Rik,0.35476655824375253,Oligodendrocytes,resilient
6958,Usp2,0.4573927748756508,Oligodendrocytes,resilient
7383,Zfyve1,0.2571478396350621,Oligodendrocytes,resilient
2522,Gm42413,0.5877839581217461,Oligodendrocytes,resilient
6605,Tnpo3,0.45279825049259115,Oligodendrocytes,resilient
4478,Pex3,0.5047164593883438,Oligodendrocytes,resilient
7426,Zswim8,0.5997098072469457,Oligodendrocytes,resilient
3527,Mcc,-3.6460317686961745,Oligodendrocytes,resilient
5261,Rlf,0.24695583732581614,Oligodendrocytes,resilient
528,Arid5a,1.73917835967154,Oligodendrocytes,resilient
3269,Ldlr,0.48361140687702786,Oligodendrocytes,resilient
4645,Plxdc2,0.3749927243781294,Oligodendrocytes,resilient
2960,Igip,0.448438269548568,Oligodendrocytes,resilient
970,Cbx3,0.264554063461446,Oligodendrocytes,resilient
4260,Ola1,0.1946420396238563,Oligodendrocytes,resilient
6386,Tgfbrap1,0.5799422878189465,Oligodendrocytes,resilient
5484,Rubcn,0.3625349287826097,Oligodendrocytes,resilient
3216,Kpna4,0.176028605927869,Oligodendrocytes,resilient
1811,Dst,0.46010786534548365,Oligodendrocytes,resilient
2029,Epha7,-2.58101754504306,Oligodendrocytes,resilient
3007,Inpp5k,0.7169827909633487,Oligodendrocytes,resilient
4688,Polr2b,0.5624812417244142,Oligodendrocytes,resilient
5107,Rapgef3,0.9715261507911075,Oligodendrocytes,resilient
2820,Hist1h4h,0.5996119261906669,Oligodendrocytes,resilient
2541,Gm5617,0.5418793830299419,Oligodendrocytes,resilient
2839,Hmgn1,0.21892940104201883,Oligodendrocytes,resilient
1807,Drosha,0.6134354795241338,Oligodendrocytes,resilient
4172,Nsd1,0.1565925649608377,Oligodendrocytes,resilient
4371,Pbdc1,0.41048068007430405,Oligodendrocytes,resilient
2223,Fbxo36,0.42516229859469257,Oligodendrocytes,resilient
130,A430005L14Rik,0.5297422017787904,Oligodendrocytes,resilient
7190,Ywhah,0.07119531303233467,Oligodendrocytes,resilient
6999,Uxs1,0.5266643608515624,Oligodendrocytes,resilient
2768,Hdac9,-1.5580346312700322,Oligodendrocytes,resilient
3027,Ipo8,0.6416866197335737,Oligodendrocytes,resilient
3959,Ncstn,0.8594144587860577,Oligodendrocytes,resilient
1710,Dis3l2,0.24343862422820514,Oligodendrocytes,resilient
3682,Mnat1,0.29854586022252005,Oligodendrocytes,resilient
6335,Tcn2,0.8966442248697917,Oligodendrocytes,resilient
3220,Kras,0.1829367529358121,Oligodendrocytes,resilient
4815,Prdx1,0.41348302143629806,Oligodendrocytes,resilient
321,Ahsa2,0.2648192727386058,Oligodendrocytes,resilient
2253,Fez1,0.2305915574769631,Oligodendrocytes,resilient
6575,Tmem81,1.1611497584214745,Oligodendrocytes,resilient
1815,Dtd2,0.4632634358709936,Oligodendrocytes,resilient
102,5031425E22Rik,0.39142605569270833,Oligodendrocytes,resilient
3449,Map2,-1.0010635801482373,Oligodendrocytes,resilient
5897,Smim12,0.3674833689302344,Oligodendrocytes,resilient
316,Ahctf1,0.4424694174630334,Oligodendrocytes,resilient
4454,Pdxk,0.30626992399170305,Oligodendrocytes,resilient
340,Akap8l,0.115498277611106,Oligodendrocytes,resilient
6714,Trmt2a,0.7586507857864155,Oligodendrocytes,resilient
1508,Cul3,0.08762835955716089,Oligodendrocytes,resilient
6178,Stx18,0.29316458352708336,Oligodendrocytes,resilient
6370,Tex52,0.9548856420176318,Oligodendrocytes,resilient
303,Aggf1,0.43725002837287114,Oligodendrocytes,resilient
7280,Zfp280d,0.15005872371895831,Oligodendrocytes,resilient
4992,Purb,0.17815620798353035,Oligodendrocytes,resilient
1383,Cox6a1,0.41944602603686637,Oligodendrocytes,resilient
3360,Lrrc59,0.7340586054197555,Oligodendrocytes,resilient
388,Amph,0.15864437136417953,Oligodendrocytes,resilient
6787,Tubg1,1.0524663778040473,Oligodendrocytes,resilient
580,Ascc3,0.22223910391700982,Oligodendrocytes,resilient
6431,Tipin,0.6186506878300941,Oligodendrocytes,resilient
7423,Zscan26,0.10260513987440546,Oligodendrocytes,resilient
3798,Msh3,0.6536844518553396,Oligodendrocytes,resilient
1414,Crbn,0.5634373310599079,Oligodendrocytes,resilient
7421,Zrsr1,0.49626334288617235,Oligodendrocytes,resilient
5895,Smim10l1,0.09229698907418037,Oligodendrocytes,resilient
4652,Pmpca,0.42765138800009617,Oligodendrocytes,resilient
1458,Csnk1g2,0.26499796841791584,Oligodendrocytes,resilient
1143,Cep295,0.68501801601002,Oligodendrocytes,resilient
5756,Slbp,0.37418783287871743,Oligodendrocytes,resilient
7359,Zfp787,0.821007885246493,Oligodendrocytes,resilient
3531,Mcfd2,0.6286453433158317,Oligodendrocytes,resilient
7387,Zfyve26,0.8212796100440881,Oligodendrocytes,resilient
2860,Hnrnpll,0.3829472928073447,Oligodendrocytes,resilient
649,Atp5g2,0.42093673167735474,Oligodendrocytes,resilient
2190,Fance,0.8271986337735471,Oligodendrocytes,resilient
495,Arfgap1,0.6369884435531062,Oligodendrocytes,resilient
1720,Dmac1,0.5133305208655311,Oligodendrocytes,resilient
6904,Uckl1,0.4236561961786172,Oligodendrocytes,resilient
4952,Pten,0.17433738966658516,Oligodendrocytes,resilient
1407,Cpsf6,0.10453696578368762,Oligodendrocytes,resilient
4315,P4htm,0.29357543615416554,Oligodendrocytes,resilient
5556,Scd2,0.2309762416384045,Oligodendrocytes,resilient
509,Arhgap26,-1.9379948189617158,Oligodendrocytes,resilient
1136,Cenpv,0.5605974881188616,Oligodendrocytes,resilient
6759,Tsr3,0.4955333338061736,Oligodendrocytes,resilient
2578,Gnpnat1,0.7789834658829424,Oligodendrocytes,resilient
3026,Ipo7,0.32828284905900984,Oligodendrocytes,resilient
1666,Dennd6a,0.39154532678933657,Oligodendrocytes,resilient
1397,Cplx1,-1.4900345253357388,Oligodendrocytes,resilient
3966,Ndrg2,0.1377252827984582,Oligodendrocytes,resilient
1304,Cnot8,0.390202456285909,Oligodendrocytes,resilient
4493,Pgap1,0.27066884392182805,Oligodendrocytes,resilient
2076,Exd2,0.4471011029460814,Oligodendrocytes,resilient
1198,Chkb,1.0261708417642343,Oligodendrocytes,resilient
3372,Lsg1,0.6493217697173216,Oligodendrocytes,resilient
6350,Tef,0.194779215582415,Oligodendrocytes,resilient
4262,Olfm3,-2.070944017000802,Oligodendrocytes,resilient
4055,Nfs1,0.6571696572794707,Oligodendrocytes,resilient
6785,Tubb4b,0.12300883859247655,Oligodendrocytes,resilient
4042,Nfatc3,0.34633161028197673,Oligodendrocytes,resilient
1081,Cdc73,0.31009452734916804,Oligodendrocytes,resilient
7411,Znfx1,0.5562117940928227,Oligodendrocytes,resilient
1327,Cog5,0.2666814317872614,Oligodendrocytes,resilient
5578,Scrn3,0.628587814574178,Oligodendrocytes,resilient
2237,Fbxw8,0.946362146084603,Oligodendrocytes,resilient
5687,Sfpq,0.22060359133620688,Oligodendrocytes,resilient
3389,Luc7l2,0.3111122678837209,Oligodendrocytes,resilient
6993,Utp18,0.5441521929723335,Oligodendrocytes,resilient
4801,Ppp6r3,0.2830417526681957,Oligodendrocytes,resilient
4529,Phkg2,0.8120336054009624,Oligodendrocytes,resilient
4186,Nt5c,0.4979096842478444,Oligodendrocytes,resilient
6297,Tbc1d16,0.3191229103571165,Oligodendrocytes,resilient
7125,Wls,0.09316034036406222,Oligodendrocytes,resilient
4271,Opa3,0.503057896098055,Oligodendrocytes,resilient
159,Abca1,0.7569183001985161,Oligodendrocytes,resilient
4943,Ptar1,1.1430748815520353,Oligodendrocytes,resilient
2924,Iars,0.2789268614828414,Oligodendrocytes,resilient
648,Atp5g1,0.3066364024694205,Oligodendrocytes,resilient
2027,Epha5,-1.6425893699217966,Oligodendrocytes,resilient
806,Bmpr1a,0.291317725733479,Oligodendrocytes,resilient
356,Aldh2,0.39868543840778176,Oligodendrocytes,resilient
2847,Hnrnpa1,0.07377577574766546,Oligodendrocytes,resilient
5779,Slc25a12,0.3161090102611753,Oligodendrocytes,resilient
830,Brcc3,0.2612485912669334,Oligodendrocytes,resilient
128,A330015K06Rik,0.46043327234857595,Oligodendrocytes,resilient
3235,Lamc1,0.6883183886261532,Oligodendrocytes,resilient
2296,Fnbp4,0.44514169625631766,Oligodendrocytes,resilient
5047,Rab3gap2,0.3909630913290012,Oligodendrocytes,resilient
2411,Gba,1.1736585546339016,Oligodendrocytes,resilient
3689,Mobp,0.27892718346238715,Oligodendrocytes,resilient
2551,Gmps,0.26148098071710935,Oligodendrocytes,resilient
7309,Zfp451,0.6081318060862588,Oligodendrocytes,resilient
3154,Khdrbs2,-2.4033186786960883,Oligodendrocytes,resilient
6987,Usp9x,0.07293674181562688,Oligodendrocytes,resilient
3848,Mtx1,0.4962536593486459,Oligodendrocytes,resilient
4729,Pphln1,0.5722297673560682,Oligodendrocytes,resilient
4147,Nr2c2,0.24958483166424875,Oligodendrocytes,resilient
5622,Selenbp1,0.9121996985697092,Oligodendrocytes,resilient
4690,Polr2d,0.6850207424774323,Oligodendrocytes,resilient
1962,Elf2,0.12686897456465798,Oligodendrocytes,resilient
4458,Peak1,0.5316027779394182,Oligodendrocytes,resilient
3495,Marf1,0.05435455062473034,Oligodendrocytes,resilient
1950,Eif4g3,0.08344904787533948,Oligodendrocytes,resilient
715,B430010I23Rik,0.8323984581560996,Oligodendrocytes,resilient
2305,Fosb,0.5064200052768861,Oligodendrocytes,resilient
1598,Dcdc2a,0.628335264573435,Oligodendrocytes,resilient
985,Ccdc127,0.35033017249867576,Oligodendrocytes,resilient
7173,Yipf6,0.5928899848667737,Oligodendrocytes,resilient
11,1110032A03Rik,0.16811156935507382,Oligodendrocytes,resilient
4948,Ptcd3,0.6943991665730337,Oligodendrocytes,resilient
4141,Nptn,0.05416911871959149,Oligodendrocytes,resilient
24,1500015L24Rik,0.8722690838904494,Oligodendrocytes,resilient
5507,Sacm1l,0.16512082287627328,Oligodendrocytes,resilient
6886,Ubr1,0.3499686127051977,Oligodendrocytes,resilient
738,Bag5,0.42102621895077263,Oligodendrocytes,resilient
129,A330049N07Rik,0.44147591865743524,Oligodendrocytes,resilient
2304,Fos,-0.5318907013445716,Oligodendrocytes,resilient
2662,Grin3a,-1.8842005285169576,Oligodendrocytes,resilient
3626,Mga,0.37954304735770417,Oligodendrocytes,resilient
2434,Gfra1,-1.2664015432530604,Oligodendrocytes,resilient
4058,Nfyb,0.36319308406483924,Oligodendrocytes,resilient
4474,Pex14,0.5627648653814971,Oligodendrocytes,resilient
4564,Pik3c3,0.49066249074427054,Oligodendrocytes,resilient
6262,Taf12,0.43652538693096526,Oligodendrocytes,resilient
6099,Srrm3,-2.344043563415613,Oligodendrocytes,resilient
2910,Hspe1,0.23848702791872367,Oligodendrocytes,resilient
5711,Sh3d19,0.25755158013465784,Oligodendrocytes,resilient
174,Abcf3,0.501317335939996,Oligodendrocytes,resilient
6100,Srrt,0.4210609559467081,Oligodendrocytes,resilient
4173,Nsd2,0.24349039203992634,Oligodendrocytes,resilient
678,Atp8b1,0.5254391059132878,Oligodendrocytes,resilient
5320,Rnf8,1.2337245782617423,Oligodendrocytes,resilient
3738,Mrpl3,0.3330026976682979,Oligodendrocytes,resilient
7310,Zfp462,0.3573019547986752,Oligodendrocytes,resilient
5886,Smchd1,0.29656980581521475,Oligodendrocytes,resilient
447,Ap3b2,0.3883252708845845,Oligodendrocytes,resilient
6001,Sos1,0.05780110465766178,Oligodendrocytes,resilient
4869,Prpf6,0.35514384814095945,Oligodendrocytes,resilient
243,Actr8,0.4720445773382176,Oligodendrocytes,resilient
6362,Tesk2,0.5378903101625853,Oligodendrocytes,resilient
5255,Riok1,0.615945434076676,Oligodendrocytes,resilient
7278,Zfp277,0.6275902282657567,Oligodendrocytes,resilient
4112,Nol4,-1.7023168540345244,Oligodendrocytes,resilient
3164,Kif21a,0.3530890241589723,Oligodendrocytes,resilient
3970,Ndufa1,0.09508339259226013,Oligodendrocytes,resilient
5766,Slc17a6,-1.8374422637422203,Oligodendrocytes,resilient
7237,Zdhhc3,0.5076632190866291,Oligodendrocytes,resilient
2511,Gm29478,-4.021363171531821,Oligodendrocytes,resilient
3036,Irf2bp1,0.4737289709915679,Oligodendrocytes,resilient
86,4833420G17Rik,0.5252148883246336,Oligodendrocytes,resilient
6216,Sv2a,0.279104931454728,Oligodendrocytes,resilient
2191,Fancf,1.4570744814735996,Oligodendrocytes,resilient
2412,Gbf1,0.1215088636867882,Oligodendrocytes,resilient
3185,Klf6,0.29433010256546377,Oligodendrocytes,resilient
5513,Samd12,-2.1154413174864484,Oligodendrocytes,resilient
2231,Fbxw11,0.19935881792812551,Oligodendrocytes,resilient
287,Aebp1,0.5119936636949799,Oligodendrocytes,resilient
1075,Cdc42bpb,0.3619921498243574,Oligodendrocytes,resilient
1109,Cdkal1,0.3373057090840932,Oligodendrocytes,resilient
2142,Fam172a,0.12584795906441856,Oligodendrocytes,resilient
2313,Foxo1,0.9436973270134565,Oligodendrocytes,resilient
4215,Nudt21,0.1992583419389799,Oligodendrocytes,resilient
900,Cacna2d2,-2.318516890259088,Oligodendrocytes,resilient
4707,Pomgnt1,0.24452348310395802,Oligodendrocytes,resilient
956,Casp8ap2,0.6959149267925286,Oligodendrocytes,resilient
1095,Cdk13,0.19300639143689696,Oligodendrocytes,resilient
3937,Ncam1,0.48788255527521096,Oligodendrocytes,resilient
2917,Htt,0.3447359147421053,Oligodendrocytes,resilient
156,Aatf,0.4955131766050622,Oligodendrocytes,resilient
3842,Mtpn,0.2211572553446766,Oligodendrocytes,resilient
6868,Ube2v1,1.876506230373644,Oligodendrocytes,resilient
4956,Ptges3,0.36834319267577337,Oligodendrocytes,resilient
1329,Cog7,0.6313716194656488,Oligodendrocytes,resilient
1882,Eef1b2,0.3269344111912415,Oligodendrocytes,resilient
6313,Tbck,0.2593538270384572,Oligodendrocytes,resilient
6648,Tpp2,0.5448241607151467,Oligodendrocytes,resilient
4788,Ppp3ca,0.2885444767661712,Oligodendrocytes,resilient
4968,Ptpn1,0.2829658243257605,Oligodendrocytes,resilient
1521,Cxxc1,0.756218441424553,Oligodendrocytes,resilient
7209,Zbtb7b,1.4118042071026722,Oligodendrocytes,resilient
4200,Nuak1,0.45771574927104686,Oligodendrocytes,resilient
3518,Mbnl2,0.46997938298171593,Oligodendrocytes,resilient
4713,Por,0.21997205016553947,Oligodendrocytes,resilient
6579,Tmem97,0.6330599987373919,Oligodendrocytes,resilient
239,Actr1b,0.27421571149157753,Oligodendrocytes,resilient
3783,Mrps30,0.8662664662540193,Oligodendrocytes,resilient
